periodo,estu_consecutivo,cole_area_ubicacion,cole_bilingue,cole_calendario,cole_genero,cole_jornada,cole_naturaleza,cole_depto_ubicacion,cole_mcpio_ubicacion,estu_genero,fami_estratovivienda,fami_personashogar,fami_tienecomputador,fami_tieneinternet,desemp_ingles,punt_ingles,punt_matematicas,punt_sociales_ciudadanas,punt_c_naturales,punt_lectura_critica,punt_global
20132,SB11201320077319,URBANO,N,A,MIXTO,MAÑANA,OFICIAL,MAGDALENA,CIÉNAGA,M,Estrato 1,Cuatro,No,No,A-,29.0,41.0,,,,
20162,SB11201620022026,URBANO,N,A,MIXTO,COMPLETA,NO OFICIAL,ANTIOQUIA,MEDELLIN,F,Estrato 3,Cuatro,Si,Si,B1,75.0,64.0,68.0,66.0,62.0,329.0
20132,SB11201320415920,URBANO,N,A,MIXTO,COMPLETA,NO OFICIAL,BOGOTA,"BOGOTÁ, D.C.",M,Estrato 2,Cuatro,Si,Si,A1,47.0,43.0,,,,
20122,SB11201220579487,RURAL,N,A,MIXTO,MAÑANA,OFICIAL,BOLIVAR,CARTAGENA DE INDIAS,M,Estrato 1,Seis,No,No,A-,38.0,58.0,,,,
20194,SB11201940382187,RURAL,,A,MIXTO,MAÑANA,OFICIAL,ATLANTICO,TUBARÁ,F,Estrato 1,7 a 8,No,No,A1,51.0,25.0,51.0,47.0,55.0,225.0
20194,SB11201940382187,RURAL,,A,MIXTO,MAÑANA,OFICIAL,ATLANTICO,TUBARÁ,F,Estrato 1,7 a 8,No,No,A1,51.0,25.0,51.0,47.0,55.0,225.0
20194,SB11201940597552,RURAL,N,A,MIXTO,MAÑANA,OFICIAL,ANTIOQUIA,SONSÓN,M,Estrato 2,3 a 4,No,Si,A1,53.0,58.0,63.0,62.0,61.0,302.0
20194,SB11201940597552,RURAL,N,A,MIXTO,MAÑANA,OFICIAL,ANTIOQUIA,SONSÓN,M,Estrato 2,3 a 4,No,Si,A1,53.0,58.0,63.0,62.0,61.0,302.0
20122,SB11201220198505,RURAL,N,A,MIXTO,MAÑANA,OFICIAL,NORTE SANTANDER,TIBÚ,F,Estrato 2,Ocho,Si,Si,A1,48.0,52.0,,,,
20194,SB11201940160416,URBANO,N,A,FEMENINO,COMPLETA,NO OFICIAL,BOGOTÁ,BOGOTÁ D.C.,F,Estrato 3,5 a 6,Si,Si,A1,54.0,59.0,40.0,44.0,63.0,258.0
20194,SB11201940160416,URBANO,N,A,FEMENINO,COMPLETA,NO OFICIAL,BOGOTÁ,BOGOTÁ D.C.,F,Estrato 3,5 a 6,Si,Si,A1,54.0,59.0,40.0,44.0,63.0,258.0
20172,SB11201720066625,URBANO,N,A,MIXTO,MAÑANA,OFICIAL,NARIÑO,SANDONA,F,Estrato 1,9 o más,No,No,A1,54.0,75.0,67.0,67.0,70.0,343.0
20142,SB11201420323934,RURAL,N,A,MIXTO,MAÑANA,OFICIAL,NARIÑO,SAN BERNARDO,F,Estrato 1,Cuatro,No,No,A-,45.0,47.0,52.0,56.0,54.0,258.0
20194,SB11201940529391,RURAL,N,A,MIXTO,SABATINA,OFICIAL,PUTUMAYO,PUERTO ASÍS,F,,3 a 4,No,,A-,45.0,33.0,39.0,35.0,37.0,183.0
20194,SB11201940529391,RURAL,N,A,MIXTO,SABATINA,OFICIAL,PUTUMAYO,PUERTO ASÍS,F,,3 a 4,No,,A-,45.0,33.0,39.0,35.0,37.0,183.0
20132,SB11201320577029,URBANO,N,A,MIXTO,MAÑANA,OFICIAL,NORTE SANTANDER,CÚCUTA,F,Estrato 1,Cinco,No,No,A-,42.0,44.0,,,,
20224,SB11202240388987,URBANO,N,A,MIXTO,UNICA,OFICIAL,TOLIMA,IBAGUÉ,F,Estrato 2,3 a 4,No,Si,A-,32.0,37.0,37.0,42.0,37.0,189.0
20152,SB11201520543174,URBANO,N,A,MIXTO,MAÑANA,OFICIAL,CUNDINAMARCA,JERUSALEN,F,Estrato 1,Cinco,Si,Si,A-,40.0,44.0,43.0,40.0,42.0,210.0
20122,SB11201220584035,URBANO,N,A,MIXTO,TARDE,OFICIAL,VALLE,PALMIRA,F,Estrato 1,Nueve,No,No,A-,36.0,35.0,,,,
20102,SB11201020360343,URBANO,N,A,MIXTO,COMPLETA,NO OFICIAL,BOGOTÁ,BOGOTÁ D.C.,F,Estrato 1,Once,Si,Si,A-,41.66,48.09,,,,
20122,SB11201220219932,URBANO,N,A,MIXTO,NOCHE,NO OFICIAL,VALLE,CALI,M,Estrato 2,Dos,No,No,A-,38.0,42.0,,,,
20132,SB11201320246346,URBANO,N,A,MASCULINO,COMPLETA,OFICIAL,BOGOTA,"BOGOTÁ, D.C.",F,Estrato 3,Cinco,Si,Si,B+,100.0,58.0,,,,
20162,SB11201620593481,RURAL,,A,MIXTO,NOCHE,OFICIAL,NARIÑO,TUMACO,M,Estrato 1,Tres,No,No,A-,46.0,39.0,39.0,47.0,39.0,208.0
20162,SB11201620023089,URBANO,N,A,MIXTO,MAÑANA,OFICIAL,ANTIOQUIA,ANDES,M,Estrato 2,Cuatro,Si,No,A1,56.0,55.0,60.0,57.0,59.0,289.0
20112,SB11201120018310,URBANO,N,A,MIXTO,MAÑANA,OFICIAL,SANTANDER,FLORIDABLANCA,M,Estrato 2,Ocho,Si,Si,A1,47.0,45.0,,,,
20112,SB11201120392325,URBANO,N,A,MIXTO,COMPLETA,OFICIAL,BOYACA,BOAVITA,M,Estrato 1,Cuatro,No,No,A-,39.0,28.0,,,,
20132,SB11201320400923,URBANO,N,A,MIXTO,SABATINA,NO OFICIAL,ATLANTICO,MALAMBO,F,Estrato 1,Seis,No,No,A-,29.0,38.0,,,,
20102,SB11201020379108,URBANO,N,A,MIXTO,NOCHE,OFICIAL,BOLIVAR,CARTAGENA DE INDIAS,F,Estrato 1,Cuatro,Si,Si,A-,43.53,39.25,,,,
20102,SB11201020288723,URBANO,N,A,MIXTO,MAÑANA,OFICIAL,BOGOTÁ,BOGOTÁ D.C.,F,Estrato 1,Seis,Si,No,A-,46.27,31.19,,,,
20194,SB11201940560358,RURAL,N,A,MIXTO,UNICA,OFICIAL,CORDOBA,SAHAGÚN,F,Sin Estrato,1 a 2,No,No,A-,46.0,53.0,48.0,59.0,52.0,262.0
20194,SB11201940560358,RURAL,N,A,MIXTO,UNICA,OFICIAL,CORDOBA,SAHAGÚN,F,Sin Estrato,1 a 2,No,No,A-,46.0,53.0,48.0,59.0,52.0,262.0
20132,SB11201320151909,URBANO,N,A,MIXTO,MAÑANA,OFICIAL,ATLANTICO,SOLEDAD,M,Estrato 1,Cuatro,Si,Si,A-,43.0,22.0,,,,
20194,SB11201940137449,URBANO,,A,MIXTO,SABATINA,NO OFICIAL,BOGOTÁ,BOGOTÁ D.C.,M,Estrato 1,5 a 6,No,No,A-,33.0,31.0,44.0,36.0,43.0,190.0
20194,SB11201940137449,URBANO,,A,MIXTO,SABATINA,NO OFICIAL,BOGOTÁ,BOGOTÁ D.C.,M,Estrato 1,5 a 6,No,No,A-,33.0,31.0,44.0,36.0,43.0,190.0
20172,SB11201720164156,URBANO,N,A,FEMENINO,MAÑANA,OFICIAL,ANTIOQUIA,MEDELLIN,F,Estrato 3,3 a 4,Si,Si,A2,67.0,65.0,63.0,58.0,62.0,312.0
20112,SB11201120304039,URBANO,N,A,MIXTO,MAÑANA,OFICIAL,BOGOTA,BOGOTÁ D.C.,F,Estrato 2,Cuatro,No,No,A-,34.0,55.0,,,,
20194,SB11201940540605,URBANO,N,A,MIXTO,NOCHE,OFICIAL,VALLE,CALI,F,Estrato 1,3 a 4,Si,Si,A-,34.0,28.0,27.0,29.0,39.0,155.0
20194,SB11201940540605,URBANO,N,A,MIXTO,NOCHE,OFICIAL,VALLE,CALI,F,Estrato 1,3 a 4,Si,Si,A-,34.0,28.0,27.0,29.0,39.0,155.0
20152,SB11201520569477,URBANO,,A,MIXTO,TARDE,OFICIAL,BOGOTA,BOGOTÁ D.C.,F,Estrato 1,Tres,Si,Si,A-,41.0,46.0,49.0,50.0,43.0,233.0
20132,SB11201320247618,URBANO,N,A,MIXTO,COMPLETA,OFICIAL,BOGOTA,"BOGOTÁ, D.C.",F,Estrato 1,Cinco,Si,Si,A1,45.0,46.0,,,,
20142,SB11201420132143,URBANO,N,A,MIXTO,MAÑANA,OFICIAL,SANTANDER,CIMITARRA,F,Estrato 1,Cuatro,No,No,A1,49.0,48.0,39.0,45.0,49.0,228.0
20194,SB11201940559146,URBANO,N,A,MIXTO,MAÑANA,OFICIAL,MAGDALENA,SANTA MARTA,F,Estrato 2,7 a 8,Si,Si,A-,47.0,51.0,61.0,55.0,63.0,283.0
20194,SB11201940559146,URBANO,N,A,MIXTO,MAÑANA,OFICIAL,MAGDALENA,SANTA MARTA,F,Estrato 2,7 a 8,Si,Si,A-,47.0,51.0,61.0,55.0,63.0,283.0
20132,SB11201320156549,URBANO,N,A,MIXTO,MAÑANA,OFICIAL,CUNDINAMARCA,CHÍA,F,Estrato 2,Cuatro,Si,Si,A1,50.0,22.0,,,,
20162,SB11201620462098,URBANO,N,A,MIXTO,MAÑANA,OFICIAL,ANTIOQUIA,MEDELLIN,M,Estrato 3,Cinco,No,No,A2,62.0,43.0,47.0,50.0,51.0,244.0
20101,SB11201010070596,URBANO,N,B,MASCULINO,COMPLETA,NO OFICIAL,BOGOTÁ,BOGOTÁ D.C.,M,Estrato 5,Tres,Si,Si,A2,58.59,43.99,,,,
20201,SB11202010016926,URBANO,N,B,MIXTO,MAÑANA,NO OFICIAL,CAUCA,POPAYÁN,F,Estrato 2,3 a 4,Si,Si,B+,81.0,73.0,71.0,77.0,80.0,378.0
20102,SB11201020401358,URBANO,N,A,MIXTO,MAÑANA,OFICIAL,BOYACA,CHIQUINQUIRÁ,F,Estrato 2,Seis,Si,No,A-,43.53,48.09,,,,
20142,SB11201420509938,URBANO,N,A,MIXTO,NOCHE,OFICIAL,CASANARE,PAZ DE ARIPORO,F,Estrato 1,Cuatro,No,No,A-,44.0,32.0,49.0,42.0,41.0,206.0
20194,SB11201940006631,URBANO,,A,MIXTO,COMPLETA,NO OFICIAL,CESAR,VALLEDUPAR,F,,,,,A-,45.0,48.0,37.0,44.0,50.0,224.0
20194,SB11201940006631,URBANO,,A,MIXTO,COMPLETA,NO OFICIAL,CESAR,VALLEDUPAR,F,,,,,A-,45.0,48.0,37.0,44.0,50.0,224.0
20141,SB11201410043999,URBANO,N,B,MIXTO,MAÑANA,NO OFICIAL,VALLE,CARTAGO,M,Estrato 4,Tres,Si,Si,B1,72.0,73.0,,,,
20194,SB11201940505978,URBANO,N,A,MIXTO,SABATINA,NO OFICIAL,TOLIMA,CARMEN DE APICALÁ,M,Estrato 4,1 a 2,Si,Si,A-,45.0,49.0,44.0,29.0,44.0,209.0
20194,SB11201940505978,URBANO,N,A,MIXTO,SABATINA,NO OFICIAL,TOLIMA,CARMEN DE APICALÁ,M,Estrato 4,1 a 2,Si,Si,A-,45.0,49.0,44.0,29.0,44.0,209.0
20152,SB11201520451386,URBANO,N,A,MIXTO,NOCHE,NO OFICIAL,ANTIOQUIA,MEDELLIN,M,Estrato 1,Tres,Si,Si,A1,49.0,46.0,33.0,41.0,37.0,200.0
20172,SB11201720233049,URBANO,,A,MIXTO,TARDE,OFICIAL,BOGOTA,BOGOTÁ D.C.,F,Estrato 1,1 a 2,Si,No,A-,40.0,56.0,55.0,49.0,61.0,270.0
20111,SB11201110063920,URBANO,,A,MIXTO,MAÑANA,NO OFICIAL,BOYACA,TUNJA,M,Estrato 2,Siete,No,No,A-,33.81,52.11,,,,
20151,SB11201510051451,URBANO,N,A,MIXTO,MAÑANA,NO OFICIAL,BOGOTA,BOGOTÁ D.C.,F,Estrato 3,Dos,Si,Si,A-,43.0,41.0,48.0,34.0,41.0,206.0
20102,SB11201020458333,RURAL,,A,MIXTO,MAÑANA,OFICIAL,CORDOBA,SAN ANTERO,F,Estrato 1,Cinco,Si,Si,A-,44.51,55.62,,,,
20132,SB11201320089532,URBANO,N,A,FEMENINO,COMPLETA,NO OFICIAL,ANTIOQUIA,MEDELLÍN,F,Estrato 6,Cuatro,Si,Si,B+,83.0,59.0,,,,
20102,SB11201020121768,URBANO,N,A,MIXTO,MAÑANA,OFICIAL,ANTIOQUIA,MEDELLÍN,M,Estrato 3,Seis,No,No,A1,54.45,55.62,,,,
20112,SB11201120035779,URBANO,N,A,MIXTO,MAÑANA,OFICIAL,SUCRE,SAN BENITO ABAD,F,Estrato 1,Tres,Si,No,A1,45.0,36.0,,,,
20194,SB11201940293032,URBANO,N,A,MIXTO,COMPLETA,OFICIAL,CUNDINAMARCA,SAN ANTONIO DEL TEQUENDAMA,F,Sin Estrato,5 a 6,No,No,A-,42.0,58.0,48.0,51.0,59.0,265.0
20194,SB11201940293032,URBANO,N,A,MIXTO,COMPLETA,OFICIAL,CUNDINAMARCA,SAN ANTONIO DEL TEQUENDAMA,F,Sin Estrato,5 a 6,No,No,A-,42.0,58.0,48.0,51.0,59.0,265.0
20172,SB11201720151885,URBANO,N,A,MIXTO,MAÑANA,OFICIAL,CORDOBA,MONTERIA,F,Estrato 1,5 a 6,No,No,A1,53.0,49.0,45.0,50.0,50.0,244.0
20194,SB11201940033247,URBANO,N,A,MIXTO,UNICA,OFICIAL,BOYACA,SANTA ROSA DE VITERBO,F,Estrato 2,3 a 4,No,Si,A2,61.0,70.0,60.0,64.0,68.0,326.0
20194,SB11201940033247,URBANO,N,A,MIXTO,UNICA,OFICIAL,BOYACA,SANTA ROSA DE VITERBO,F,Estrato 2,3 a 4,No,Si,A2,61.0,70.0,60.0,64.0,68.0,326.0
20122,SB11201220425070,URBANO,N,A,FEMENINO,MAÑANA,OFICIAL,CAUCA,POPAYÁN,F,Estrato 3,Seis,Si,No,A2,59.0,49.0,,,,
20122,SB11201220039701,URBANO,N,A,MIXTO,TARDE,OFICIAL,TOLIMA,IBAGUÉ,F,Estrato 1,Cuatro,Si,Si,A-,40.0,55.0,,,,
20102,SB11201020517690,RURAL,N,A,MIXTO,COMPLETA,NO OFICIAL,SANTANDER,ENCISO,M,Estrato 1,Nueve,No,No,A-,48.42,48.09,,,,
20122,SB11201220266900,URBANO,N,A,MIXTO,COMPLETA,NO OFICIAL,ATLANTICO,PUERTO COLOMBIA,M,Estrato 4,Seis,Si,Si,B1,72.0,64.0,,,,
20172,SB11201720112167,URBANO,N,A,MIXTO,MAÑANA,OFICIAL,META,CUMARAL,F,Estrato 2,3 a 4,Si,No,A-,40.0,47.0,54.0,52.0,51.0,251.0
20102,SB11201020018019,URBANO,N,A,MIXTO,MAÑANA,OFICIAL,SANTANDER,FLORIDABLANCA,F,Estrato 1,Cuatro,No,No,A1,52.08,63.02,,,,
20132,SB11201320067922,URBANO,N,A,MIXTO,COMPLETA,OFICIAL,BOYACA,RAMIRIQUÍ,M,Estrato 1,Cinco,No,No,A-,33.0,37.0,,,,
20162,SB11201620390065,RURAL,N,A,MIXTO,COMPLETA,OFICIAL,ANTIOQUIA,FREDONIA,F,Estrato 1,Seis,Si,No,A-,42.0,41.0,38.0,51.0,54.0,228.0
20152,SB11201520558392,URBANO,,A,MIXTO,NOCHE,OFICIAL,BOLIVAR,ARJONA,F,Estrato 1,Seis,No,No,A-,46.0,42.0,34.0,40.0,44.0,202.0
20102,SB11201020278721,URBANO,N,A,MIXTO,MAÑANA,OFICIAL,BOGOTÁ,BOGOTÁ D.C.,M,Estrato 2,Seis,No,No,A-,47.58,39.12,,,,
20142,SB11201420354328,URBANO,N,A,MIXTO,MAÑANA,OFICIAL,SUCRE,SINCELEJO,F,Estrato 2,Cuatro,No,No,A1,53.0,59.0,62.0,58.0,67.0,304.0
20102,SB11201020483066,URBANO,N,A,MIXTO,MAÑANA,OFICIAL,CUNDINAMARCA,SOACHA,F,Estrato 2,Cinco,No,No,A1,51.33,45.38,,,,
20102,SB11201020591422,RURAL,N,A,MIXTO,MAÑANA,OFICIAL,CORDOBA,CERETÉ,F,Estrato 1,Siete,No,No,A1,55.62,31.19,,,,
20131,SB11201310024075,URBANO,N,B,MIXTO,MAÑANA,NO OFICIAL,VALLE,CALI,M,Estrato 3,Tres,Si,Si,A2,59.0,57.0,,,,
20102,SB11201020325884,URBANO,N,A,MIXTO,COMPLETA,NO OFICIAL,BOGOTÁ,BOGOTÁ D.C.,M,Estrato 4,Tres,Si,Si,B+,102.61,78.36,,,,
20112,SB11201120571459,URBANO,,A,MIXTO,SABATINA,NO OFICIAL,CUNDINAMARCA,SOACHA,F,Estrato 2,Dos,No,No,A-,39.0,38.0,,,,
20112,SB11201120571459,URBANO,,A,MIXTO,SABATINA,NO OFICIAL,CUNDINAMARCA,SOACHA,F,Estrato 2,Dos,No,No,A-,39.0,38.0,,,,
20112,SB11201120571459,URBANO,,A,MIXTO,SABATINA,NO OFICIAL,CUNDINAMARCA,SOACHA,F,Estrato 2,Dos,No,No,A-,39.0,38.0,,,,
20112,SB11201120571459,URBANO,,A,MIXTO,SABATINA,NO OFICIAL,CUNDINAMARCA,SOACHA,F,Estrato 2,Dos,No,No,A-,39.0,38.0,,,,
20112,SB11201120571459,URBANO,,A,MIXTO,SABATINA,NO OFICIAL,CUNDINAMARCA,SOACHA,F,Estrato 2,Dos,No,No,A-,39.0,38.0,,,,
20102,SB11201020194632,URBANO,N,A,MIXTO,MAÑANA,OFICIAL,NORTE SANTANDER,CHINÁCOTA,M,Estrato 2,Cuatro,No,No,A-,43.53,55.89,,,,
20132,SB11201320037893,URBANO,N,A,MIXTO,COMPLETA,NO OFICIAL,SANTANDER,BUCARAMANGA,M,Estrato 3,Cuatro,Si,Si,A2,54.0,52.0,,,,
20122,SB11201220356187,URBANO,N,A,MIXTO,COMPLETA,NO OFICIAL,BOGOTA,BOGOTÁ D.C.,F,Estrato 3,Cuatro,Si,Si,B1,77.0,43.0,,,,
20152,SB11201520121666,URBANO,N,A,MIXTO,MAÑANA,OFICIAL,ANTIOQUIA,MEDELLIN,F,Estrato 2,Cinco,Si,Si,A-,38.0,44.0,49.0,48.0,40.0,223.0
20162,SB11201620159593,URBANO,N,B,FEMENINO,COMPLETA,NO OFICIAL,ANTIOQUIA,MEDELLIN,F,Estrato 6,Tres,Si,Si,B1,73.0,52.0,47.0,46.0,43.0,245.0
20132,SB11201320156110,RURAL,N,A,MIXTO,MAÑANA,OFICIAL,META,EL CALVARIO,M,Estrato 2,Cuatro,Si,No,A-,40.0,40.0,,,,
20112,SB11201120035342,RURAL,,A,MIXTO,TARDE,OFICIAL,SUCRE,GUARANDA,M,Estrato 1,Cinco,Si,No,A-,41.0,35.0,,,,
20132,SB11201320220250,URBANO,N,A,MIXTO,MAÑANA,OFICIAL,CAUCA,GUACHENÉ,M,Estrato 1,Diez,No,No,A-,39.0,49.0,,,,
20102,SB11201020029332,URBANO,N,A,MIXTO,MAÑANA,OFICIAL,SUCRE,SINCELEJO,M,Estrato 1,Siete,No,No,A1,52.08,58.05,,,,
20131,SB11201310021716,URBANO,S,B,MIXTO,COMPLETA,NO OFICIAL,BOGOTA,BOGOTÁ D.C.,F,Estrato 5,Cuatro,Si,Si,B+,89.0,48.0,,,,
20112,SB11201120090584,URBANO,N,A,MIXTO,MAÑANA,OFICIAL,MAGDALENA,FUNDACIÓN,M,Estrato 1,Cinco,No,No,A1,45.0,45.0,,,,
20132,SB11201320453884,URBANO,N,A,MIXTO,MAÑANA,OFICIAL,TOLIMA,CHAPARRAL,M,Estrato 1,Cuatro,No,No,A-,39.0,52.0,,,,
20142,SB11201420203265,URBANO,N,A,MIXTO,MAÑANA,OFICIAL,MAGDALENA,EL BANCO,F,Estrato 2,Tres,Si,Si,A-,48.0,48.0,52.0,51.0,52.0,253.0
20102,SB11201020328413,URBANO,N,A,MIXTO,TARDE,NO OFICIAL,BOGOTÁ,BOGOTÁ D.C.,F,Estrato 2,Dos,Si,Si,A1,56.09,53.16,,,,
20194,SB11201940011779,URBANO,N,A,MIXTO,MAÑANA,OFICIAL,ANTIOQUIA,ITAGÜÍ,F,Estrato 3,7 a 8,No,No,A2,67.0,67.0,68.0,64.0,69.0,335.0
20194,SB11201940011779,URBANO,N,A,MIXTO,MAÑANA,OFICIAL,ANTIOQUIA,ITAGÜÍ,F,Estrato 3,7 a 8,No,No,A2,67.0,67.0,68.0,64.0,69.0,335.0
20102,SB11201020452799,URBANO,N,A,MIXTO,TARDE,OFICIAL,CORDOBA,MONTERÍA,F,Estrato 1,Ocho,No,No,A-,46.27,45.38,,,,
20172,SB11201720454429,URBANO,N,A,MIXTO,MAÑANA,OFICIAL,ANTIOQUIA,ITAGUI,M,Estrato 3,1 a 2,Si,Si,B1,69.0,65.0,80.0,67.0,69.0,351.0
20194,SB11201940257343,URBANO,N,A,MIXTO,MAÑANA,OFICIAL,BOGOTÁ,BOGOTÁ D.C.,F,Estrato 2,3 a 4,Si,Si,A1,56.0,60.0,51.0,33.0,61.0,258.0
20194,SB11201940257343,URBANO,N,A,MIXTO,MAÑANA,OFICIAL,BOGOTÁ,BOGOTÁ D.C.,F,Estrato 2,3 a 4,Si,Si,A1,56.0,60.0,51.0,33.0,61.0,258.0
20152,SB11201520537072,RURAL,S,A,MIXTO,MAÑANA,OFICIAL,SAN ANDRES,SAN ANDRES,F,Estrato 2,Siete,Si,No,A1,53.0,55.0,43.0,41.0,44.0,232.0
20102,SB11201020358535,URBANO,N,A,MIXTO,MAÑANA,OFICIAL,BOGOTÁ,BOGOTÁ D.C.,M,Estrato 3,Tres,Si,Si,A2,61.66,63.5,,,,
20102,SB11201020054588,URBANO,N,A,MIXTO,SABATINA,OFICIAL,CUNDINAMARCA,VIOTÁ,F,Estrato 2,Tres,No,No,A-,40.54,53.37,,,,
20132,SB11201320146684,RURAL,N,A,MIXTO,COMPLETA,OFICIAL,CAUCA,SILVIA,F,Estrato 1,Ocho,Si,No,A-,40.0,40.0,,,,
20142,SB11201420063313,URBANO,N,A,MIXTO,MAÑANA,OFICIAL,VALLE,PALMIRA,M,Estrato 2,Tres,Si,Si,A2,61.0,49.0,44.0,53.0,45.0,244.0
20211,SB11202110008715,URBANO,,B,MIXTO,UNICA,NO OFICIAL,VALLE,CALI,F,Estrato 5,5 a 6,Si,Si,B+,79.0,56.0,56.0,57.0,65.0,300.0
20132,SB11201320520235,URBANO,N,A,MIXTO,MAÑANA,NO OFICIAL,ATLANTICO,SABANALARGA,F,Estrato 3,Ocho,Si,No,A1,48.0,50.0,,,,
20152,SB11201520202405,URBANO,N,A,MIXTO,TARDE,OFICIAL,SUCRE,SINCELEJO,F,Estrato 1,Siete,Si,Si,A-,41.0,52.0,42.0,52.0,58.0,251.0
20172,SB11201720164091,URBANO,N,A,MIXTO,TARDE,OFICIAL,CAUCA,SANTANDER DE QUILICHAO,F,Estrato 2,3 a 4,Si,,A-,41.0,40.0,42.0,50.0,46.0,221.0
20132,SB11201320454993,URBANO,N,A,MIXTO,NOCHE,OFICIAL,TOLIMA,FLANDES,F,Estrato 2,Dos,No,No,A-,39.0,46.0,,,,
20162,SB11201620113684,URBANO,N,A,MIXTO,MAÑANA,NO OFICIAL,VALLE,CALI,M,Estrato 2,Cinco,Si,Si,A2,62.0,50.0,40.0,49.0,52.0,244.0
20152,SB11201520029198,URBANO,N,A,MIXTO,TARDE,NO OFICIAL,ANTIOQUIA,MEDELLIN,F,Estrato 5,Cinco,Si,Si,A1,50.0,39.0,41.0,42.0,44.0,211.0
20172,SB11201720155485,URBANO,N,A,MIXTO,COMPLETA,NO OFICIAL,BOGOTA,BOGOTÁ D.C.,F,Estrato 4,3 a 4,Si,Si,B1,77.0,69.0,56.0,57.0,58.0,307.0
20142,SB11201420496623,URBANO,N,A,MIXTO,COMPLETA,NO OFICIAL,HUILA,SUAZA,F,Estrato 1,Seis,No,No,A-,43.0,48.0,50.0,50.0,55.0,251.0
20194,SB11201940437311,URBANO,N,A,MIXTO,MAÑANA,OFICIAL,CORDOBA,COTORRA,F,Estrato 1,5 a 6,No,No,A-,46.0,37.0,44.0,45.0,42.0,212.0
20194,SB11201940437311,URBANO,N,A,MIXTO,MAÑANA,OFICIAL,CORDOBA,COTORRA,F,Estrato 1,5 a 6,No,No,A-,46.0,37.0,44.0,45.0,42.0,212.0
20194,SB11201940103046,RURAL,N,A,MIXTO,MAÑANA,OFICIAL,ANTIOQUIA,TURBO,M,Estrato 2,5 a 6,No,No,A1,48.0,45.0,32.0,33.0,39.0,190.0
20194,SB11201940103046,RURAL,N,A,MIXTO,MAÑANA,OFICIAL,ANTIOQUIA,TURBO,M,Estrato 2,5 a 6,No,No,A1,48.0,45.0,32.0,33.0,39.0,190.0
20152,SB11201520002360,URBANO,N,A,MIXTO,COMPLETA,NO OFICIAL,BOGOTA,BOGOTÁ D.C.,F,Estrato 2,Dos,Si,Si,A1,58.0,52.0,46.0,43.0,41.0,232.0
20132,SB11201320035816,URBANO,N,A,MIXTO,MAÑANA,OFICIAL,BOGOTA,"BOGOTÁ, D.C.",M,Estrato 3,Cuatro,Si,Si,A-,33.0,46.0,,,,
20112,SB11201120010973,URBANO,,A,MIXTO,SABATINA,NO OFICIAL,SANTANDER,BARBOSA,M,Estrato 1,Cinco,No,No,A1,49.0,39.0,,,,
20122,SB11201220286138,URBANO,N,A,MIXTO,MAÑANA,OFICIAL,BOGOTA,BOGOTÁ D.C.,M,Estrato 3,Tres,Si,Si,A1,52.0,43.0,,,,
20194,SB11201940351464,RURAL,N,A,MIXTO,MAÑANA,OFICIAL,CALDAS,VILLAMARÍA,M,Estrato 1,3 a 4,No,No,A2,60.0,57.0,62.0,57.0,57.0,292.0
20194,SB11201940351464,RURAL,N,A,MIXTO,MAÑANA,OFICIAL,CALDAS,VILLAMARÍA,M,Estrato 1,3 a 4,No,No,A2,60.0,57.0,62.0,57.0,57.0,292.0
20162,SB11201620479202,URBANO,N,A,MIXTO,MAÑANA,OFICIAL,ANTIOQUIA,GUARNE,M,Estrato 3,Cuatro,Si,No,A1,56.0,59.0,60.0,60.0,55.0,290.0
20112,SB11201120065520,URBANO,N,A,MIXTO,COMPLETA,OFICIAL,HUILA,NEIVA,M,Estrato 2,Cuatro,Si,No,A-,43.0,45.0,,,,
20194,SB11201940370489,URBANO,N,OTRO,MIXTO,MAÑANA,NO OFICIAL,ANTIOQUIA,MEDELLÍN,F,,1 a 2,Si,,A1,48.0,44.0,51.0,40.0,62.0,246.0
20194,SB11201940370489,URBANO,N,OTRO,MIXTO,MAÑANA,NO OFICIAL,ANTIOQUIA,MEDELLÍN,F,,1 a 2,Si,,A1,48.0,44.0,51.0,40.0,62.0,246.0
20102,SB11201020038773,URBANO,N,A,MIXTO,MAÑANA,OFICIAL,TOLIMA,IBAGUÉ,F,Estrato 2,Seis,No,No,A-,46.27,45.38,,,,
20112,SB11201120038936,URBANO,N,A,MIXTO,TARDE,OFICIAL,SUCRE,TOLÚ VIEJO,F,Estrato 1,Cuatro,No,No,A-,34.0,42.0,,,,
20162,SB11201620059157,RURAL,N,A,MIXTO,TARDE,OFICIAL,ANTIOQUIA,GUARNE,M,Estrato 2,Cinco,Si,Si,B1,75.0,50.0,63.0,60.0,63.0,301.0
20142,SB11201420461476,URBANO,N,A,MIXTO,MAÑANA,OFICIAL,BOLIVAR,ARENAL,F,Estrato 1,Cuatro,No,No,A-,44.0,53.0,47.0,48.0,55.0,251.0
20172,SB11201720389520,URBANO,N,A,MIXTO,UNICA,OFICIAL,BOYACA,DUITAMA,F,Estrato 3,3 a 4,No,Si,A2,59.0,56.0,59.0,58.0,68.0,301.0
20194,SB11201940084791,URBANO,N,A,MIXTO,MAÑANA,OFICIAL,HUILA,NEIVA,F,Estrato 3,5 a 6,No,No,A-,45.0,49.0,34.0,44.0,46.0,217.0
